index	stage	ts_us	relative_ts_us	dur_us	cat	name	pid	tid	external_id	correlation	ph
498	prefill	4352584807320.835	28362.2607421875	21.522	privateuse1_runtime	musaLaunchKernel	31003	31003	1950	97973	X
499	prefill	4352584807385.835	28427.2607421875	4.72	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	1950	97973	X
500	prefill	4352584807450.814	28492.23974609375	9.404	privateuse1_runtime	musaLaunchKernel	31003	31003	1956	98002	X
501	prefill	4352584807502.599	28544.02490234375	7.48	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 1, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	1956	98002	X
502	prefill	4352584807773.349	28814.77490234375	10.846	privateuse1_driver	muLaunchKernel	31003	31003	1968	98023	X
503	prefill	4352584807823.708	28865.1337890625	4.436	privateuse1_driver	muLaunchKernel	31003	31003	1970	98039	X
504	prefill	4352584807823.809	28865.23486328125	12.721	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_0	0	0	1968	98023	X
505	prefill	4352584807845.21	28886.6357421875	10.88	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_1	0	0	1970	98039	X
506	prefill	4352584808029.059	29070.48486328125	7.512	privateuse1_runtime	musaLaunchKernel	31003	31003	1976	98054	X
507	prefill	4352584808058.54	29099.9658203125	4.32	privateuse1_runtime	musaLaunchKernel	31003	31003	1981	98063	X
508	prefill	4352584808076.738	29118.16357421875	7.8	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	1976	98054	X
509	prefill	4352584808086.658	29128.083984375	6.16	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	1981	98063	X
510	prefill	4352584808127.637	29169.06298828125	5.288	privateuse1_runtime	musaLaunchKernel	31003	31003	1991	98084	X
511	prefill	4352584808174.941	29216.36669921875	4.4	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	1991	98084	X
512	prefill	4352584808367.586	29409.01171875	5.483	privateuse1_driver	muLaunchKernel	31003	31003		98102	X
513	prefill	4352584808413.549	29454.974609375	21.041	kernel	_fwd_kernel	0	0		98102	X
514	prefill	4352584808507.252	29548.677734375	9.573	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2001	98120	X
515	prefill	4352584808557.434	29598.85986328125	33.561	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2001	98120	X
516	prefill	4352584808575.02	29616.44580078125	5.55	privateuse1_runtime	musaLaunchKernel	31003	31003	2010	98126	X
517	prefill	4352584808600.155	29641.58056640625	10.041	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	2010	98126	X
518	prefill	4352584808658.283	29699.708984375	6.599	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2016	98146	X
519	prefill	4352584808705.639	29747.06494140625	145.605	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2016	98146	X
520	prefill	4352584808732.716	29774.1416015625	7.657	privateuse1_runtime	musaLaunchKernel	31003	31003	2026	98164	X
521	prefill	4352584808811.822	29853.24755859375	6.244	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2033	98185	X
522	prefill	4352584808854.484	29895.90966796875	8.96	kernel	void musa::dnn::(anonymous namespace)::KernelSwiGlu<__half, musa::dnn::FastDivmodU32>(__half*, __half const*, long, long, musa::dnn::FastDivmodU32)	0	0	2026	98164	X
523	prefill	4352584808865.564	29906.98974609375	97.203	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2033	98185	X
524	prefill	4352584808881.909	29923.3349609375	5.927	privateuse1_runtime	musaLaunchKernel	31003	31003	2042	98191	X
525	prefill	4352584808965.807	30007.23291015625	10.601	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	2042	98191	X
526	prefill	4352584808986.925	30028.3505859375	9.032	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2048	98211	X
527	prefill	4352584809017.689	30059.11474609375	40.922	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2048	98211	X
528	prefill	4352584809077.596	30119.02197265625	5.499	privateuse1_runtime	musaLaunchKernel	31003	31003	2066	98229	X
529	prefill	4352584809133.733	30175.15869140625	5.88	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	2066	98229	X
530	prefill	4352584809151.55	30192.9755859375	9.509	privateuse1_runtime	musaLaunchKernel	31003	31003	2072	98258	X
531	prefill	4352584809200.467	30241.892578125	5.36	privateuse1_runtime	musaLaunchKernel	31003	31003	2081	98276	X
532	prefill	4352584809214.496	30255.921875	8.08	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 8, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	2072	98258	X
533	prefill	4352584809224.936	30266.36181640625	5.56	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	2081	98276	X
534	prefill	4352584809276.074	30317.5	5.013	privateuse1_runtime	musaLaunchKernel	31003	31003	2087	98305	X
535	prefill	4352584809320.739	30362.16455078125	7.561	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 1, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	2087	98305	X
536	prefill	4352584809566.999	30608.4248046875	6.339	privateuse1_driver	muLaunchKernel	31003	31003	2099	98326	X
537	prefill	4352584809610.629	30652.0546875	4.155	privateuse1_driver	muLaunchKernel	31003	31003	2101	98342	X
538	prefill	4352584809613.269	30654.69482421875	12.68	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_0	0	0	2099	98326	X
539	prefill	4352584809634.51	30675.935546875	10.48	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_1	0	0	2101	98342	X
540	prefill	4352584809795.78	30837.20556640625	7.581	privateuse1_runtime	musaLaunchKernel	31003	31003	2107	98357	X
541	prefill	4352584809823.999	30865.4248046875	5.239	privateuse1_runtime	musaLaunchKernel	31003	31003	2112	98366	X
542	prefill	4352584809843.557	30884.98291015625	7.72	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	2107	98357	X
543	prefill	4352584809853.397	30894.82275390625	6.44	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	2112	98366	X
544	prefill	4352584809897.689	30939.11474609375	5.013	privateuse1_runtime	musaLaunchKernel	31003	31003	2122	98387	X
545	prefill	4352584809943.8	30985.2255859375	4.32	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	2122	98387	X
546	prefill	4352584810133.234	31174.65966796875	5.564	privateuse1_driver	muLaunchKernel	31003	31003		98405	X
547	prefill	4352584810179.608	31221.03369140625	21.001	kernel	_fwd_kernel	0	0		98405	X
548	prefill	4352584810251.907	31293.3330078125	8.507	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2132	98423	X
549	prefill	4352584810302.892	31344.31787109375	33.761	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2132	98423	X
550	prefill	4352584810313.362	31354.78759765625	5.224	privateuse1_runtime	musaLaunchKernel	31003	31003	2141	98429	X
551	prefill	4352584810339.253	31380.6787109375	10.281	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	2141	98429	X
552	prefill	4352584810394.605	31436.03076171875	6.467	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2147	98449	X
553	prefill	4352584810444.577	31486.0029296875	145.845	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2147	98449	X
554	prefill	4352584810467.039	31508.46484375	5.386	privateuse1_runtime	musaLaunchKernel	31003	31003	2157	98467	X
555	prefill	4352584810542.664	31584.08984375	6.841	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2164	98488	X
556	prefill	4352584810593.342	31634.767578125	8.88	kernel	void musa::dnn::(anonymous namespace)::KernelSwiGlu<__half, musa::dnn::FastDivmodU32>(__half*, __half const*, long, long, musa::dnn::FastDivmodU32)	0	0	2157	98467	X
557	prefill	4352584810603.822	31645.24755859375	96.803	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2164	98488	X
558	prefill	4352584810607.195	31648.62060546875	5.16	privateuse1_runtime	musaLaunchKernel	31003	31003	2173	98494	X
559	prefill	4352584810684.179	31725.60498046875	6.551	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2179	98514	X
560	prefill	4352584810703.305	31744.73095703125	10.481	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	2173	98494	X
561	prefill	4352584810715.986	31757.41162109375	40.841	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2179	98514	X
562	prefill	4352584810765.063	31806.48876953125	6.338	privateuse1_runtime	musaLaunchKernel	31003	31003	2197	98532	X
563	prefill	4352584810790.908	31832.333984375	7.001	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	2197	98532	X
564	prefill	4352584810840.357	31881.78271484375	5.015	privateuse1_runtime	musaLaunchKernel	31003	31003	2203	98561	X
565	prefill	4352584810884.05	31925.4755859375	4.8	privateuse1_runtime	musaLaunchKernel	31003	31003	2212	98579	X
566	prefill	4352584810887.432	31928.85791015625	7.64	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 8, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	2203	98561	X
567	prefill	4352584810909.192	31950.61767578125	5.56	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	2212	98579	X
568	prefill	4352584810944.185	31985.61083984375	4.611	privateuse1_runtime	musaLaunchKernel	31003	31003	2218	98608	X
569	prefill	4352584810987.035	32028.4609375	7.44	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 1, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	2218	98608	X
570	prefill	4352584811221.967	32263.392578125	5.809	privateuse1_driver	muLaunchKernel	31003	31003	2230	98629	X
571	prefill	4352584811267.235	32308.66064453125	4.19	privateuse1_driver	muLaunchKernel	31003	31003	2232	98645	X
572	prefill	4352584811268.564	32309.98974609375	13.241	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_0	0	0	2230	98629	X
573	prefill	4352584811290.485	32331.91064453125	10.76	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_1	0	0	2232	98645	X
574	prefill	4352584811448.127	32489.552734375	6.903	privateuse1_runtime	musaLaunchKernel	31003	31003	2238	98660	X
575	prefill	4352584811476.749	32518.1748046875	4.231	privateuse1_runtime	musaLaunchKernel	31003	31003	2243	98669	X
576	prefill	4352584811493.612	32535.03759765625	7.8	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	2238	98660	X
577	prefill	4352584811503.412	32544.837890625	6.56	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	2243	98669	X
578	prefill	4352584811535.97	32577.39599609375	5.843	privateuse1_runtime	musaLaunchKernel	31003	31003	2253	98690	X
579	prefill	4352584811591.735	32633.16064453125	4.2	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	2253	98690	X
580	prefill	4352584811765.21	32806.6357421875	5.182	privateuse1_driver	muLaunchKernel	31003	31003		98708	X
581	prefill	4352584811807.062	32848.48779296875	21.081	kernel	_fwd_kernel	0	0		98708	X
582	prefill	4352584811885.199	32926.625	8.707	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2263	98726	X
583	prefill	4352584811934.266	32975.69189453125	34.042	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2263	98726	X
584	prefill	4352584811948.861	32990.28662109375	5.457	privateuse1_runtime	musaLaunchKernel	31003	31003	2272	98732	X
585	prefill	4352584811971.148	33012.57373046875	10.32	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	2272	98732	X
586	prefill	4352584812032.495	33073.9208984375	5.976	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2278	98752	X
587	prefill	4352584812082.551	33123.9765625	143.685	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2278	98752	X
588	prefill	4352584812104.678	33146.10400390625	5.062	privateuse1_runtime	musaLaunchKernel	31003	31003	2288	98770	X
589	prefill	4352584812181.974	33223.39990234375	6.928	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2295	98791	X
590	prefill	4352584812229.396	33270.82177734375	8.521	kernel	void musa::dnn::(anonymous namespace)::KernelSwiGlu<__half, musa::dnn::FastDivmodU32>(__half*, __half const*, long, long, musa::dnn::FastDivmodU32)	0	0	2288	98770	X
591	prefill	4352584812240.197	33281.62255859375	97.843	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2295	98791	X
592	prefill	4352584812247.128	33288.5537109375	6.175	privateuse1_runtime	musaLaunchKernel	31003	31003	2304	98797	X
593	prefill	4352584812328.038	33369.4638671875	6.704	privateuse1_runtime	musaLaunchKernelExC	31003	31003	2310	98817	X
594	prefill	4352584812340.64	33382.06591796875	10.92	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	2304	98797	X
595	prefill	4352584812354.16	33395.5859375	40.842	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	2310	98817	X
596	prefill	4352584812410.519	33451.94482421875	5.386	privateuse1_runtime	musaLaunchKernel	31003	31003	2328	98835	X
597	prefill	4352584812436.043	33477.46875	6.8	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	2328	98835	X
598	prefill	4352584812484.161	33525.5869140625	5.387	privateuse1_runtime	musaLaunchKernel	31003	31003	2334	98864	X
599	prefill	4352584812530.043	33571.46875	4.625	privateuse1_runtime	musaLaunchKernel	31003	31003	2343	98882	X
600	prefill	4352584812530.246	33571.671875	7.641	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 8, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	2334	98864	X
601	prefill	4352584812554.047	33595.47265625	5.84	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	2343	98882	X
602	prefill	4352584812589.679	33631.10498046875	4.756	privateuse1_runtime	musaLaunchKernel	31003	31003	2349	98911	X
603	prefill	4352584812634.85	33676.27587890625	7.72	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 1, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	2349	98911	X
604	prefill	4352584812867.017	33908.44287109375	5.692	privateuse1_driver	muLaunchKernel	31003	31003	2361	98932	X
605	prefill	4352584812910.619	33952.044921875	12.88	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_0	0	0	2361	98932	X
606	prefill	4352584812914.569	33955.99462890625	4.299	privateuse1_driver	muLaunchKernel	31003	31003	2363	98948	X
607	prefill	4352584812939.66	33981.0859375	10.76	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_1	0	0	2363	98948	X
608	prefill	4352584813094.931	34136.35693359375	6.94	privateuse1_runtime	musaLaunchKernel	31003	31003	2369	98963	X
609	prefill	4352584813121.759	34163.1845703125	4.757	privateuse1_runtime	musaLaunchKernel	31003	31003	2374	98972	X
610	prefill	4352584813140.987	34182.41259765625	7.64	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	2369	98963	X
