index	stage	ts_us	relative_ts_us	dur_us	cat	name	pid	tid	external_id	correlation	ph
0	prefill	4352584778958.574	0.0	16.591	privateuse1_runtime	musaDeviceSynchronize	31003	31003		93562	X
1	prefill	4352584779333.191	374.61669921875	242.729	privateuse1_runtime	musaMemcpyAsync	31003	31003	10	93577	X
2	prefill	4352584779538.266	579.69189453125	3.12	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	10	93577	X
3	prefill	4352584779637.354	678.77978515625	125.326	privateuse1_runtime	musaMemcpyAsync	31003	31003	23	93593	X
4	prefill	4352584779739.952	781.3779296875	2.6	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	23	93593	X
5	prefill	4352584779816.318	857.74365234375	114.428	privateuse1_runtime	musaMemcpyAsync	31003	31003	41	93609	X
6	prefill	4352584779909.358	950.78369140625	2.64	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	41	93609	X
7	prefill	4352584780009.581	1051.0068359375	119.005	privateuse1_runtime	musaMemcpyAsync	31003	31003	59	93625	X
8	prefill	4352584780107.085	1148.5107421875	2.64	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	59	93625	X
9	prefill	4352584780157.442	1198.86767578125	117.672	privateuse1_runtime	musaMemcpyAsync	31003	31003	67	93641	X
10	prefill	4352584780253.85	1295.27587890625	2.52	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	67	93641	X
11	prefill	4352584780347.006	1388.431640625	115.461	privateuse1_runtime	musaMemcpyAsync	31003	31003	80	93657	X
12	prefill	4352584780441.456	1482.8818359375	2.64	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	80	93657	X
13	prefill	4352584780571.77	1613.19580078125	115.444	privateuse1_runtime	musaMemcpyAsync	31003	31003	93	93679	X
14	prefill	4352584780665.983	1707.40869140625	2.6	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	93	93679	X
15	prefill	4352584780688.975	1730.40087890625	2.665	privateuse1_runtime	musaStreamSynchronize	31003	31003	93	93680	X
16	prefill	4352584780916.174	1957.599609375	10.944	privateuse1_driver	muLaunchKernel	31003	31003		93693	X
17	prefill	4352584780972.153	2013.57861328125	6.801	kernel	write_req_to_token_pool_triton	0	0		93693	X
18	prefill	4352584781008.112	2049.53759765625	124.544	privateuse1_runtime	musaMemcpyAsync	31003	31003	105	93707	X
19	prefill	4352584781111.598	2153.02392578125	2.52	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	105	93707	X
20	prefill	4352584781133.945	2175.37060546875	2.28	privateuse1_runtime	musaStreamSynchronize	31003	31003	105	93708	X
21	prefill	4352584781188.506	2229.931640625	119.342	privateuse1_runtime	musaMemcpyAsync	31003	31003	118	93724	X
22	prefill	4352584781286.524	2327.94970703125	2.52	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	118	93724	X
23	prefill	4352584781308.835	2350.2607421875	1.009	privateuse1_runtime	musaStreamSynchronize	31003	31003	118	93725	X
24	prefill	4352584781346.274	2387.69970703125	120.352	privateuse1_runtime	musaMemcpyAsync	31003	31003	130	93741	X
25	prefill	4352584781445.569	2486.99462890625	2.56	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	130	93741	X
26	prefill	4352584781467.499	2508.9248046875	1.248	privateuse1_runtime	musaStreamSynchronize	31003	31003	130	93742	X
27	prefill	4352584781504.059	2545.48486328125	118.677	privateuse1_runtime	musaMemcpyAsync	31003	31003	142	93758	X
28	prefill	4352584781601.854	2643.27978515625	2.521	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	142	93758	X
29	prefill	4352584781623.614	2665.03955078125	1.09	privateuse1_runtime	musaStreamSynchronize	31003	31003	142	93759	X
30	prefill	4352584781828.699	2870.125	126.057	privateuse1_runtime	musaMemcpyAsync	31003	31003	158	93775	X
31	prefill	4352584781929.385	2970.810546875	2.48	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	158	93775	X
32	prefill	4352584781997.026	3038.45166015625	120.388	privateuse1_runtime	musaMemcpyAsync	31003	31003	171	93791	X
33	prefill	4352584782093.071	3134.49658203125	2.52	gpu_memcpy	Memcpy HtoD (Pageable -> Device)	0	0	171	93791	X
34	prefill	4352584782278.172	3319.59765625	7.011	privateuse1_driver	muLaunchKernel	31003	31003		93821	X
35	prefill	4352584782326.119	3367.544921875	4.32	kernel	compute_position_kernel	0	0		93821	X
36	prefill	4352584782388.474	3429.89990234375	8.975	privateuse1_runtime	musaLaunchKernel	31003	31003	177	93837	X
37	prefill	4352584782438.402	3479.82763671875	6.041	kernel	void musa::dnn::ScanPartSumShflKernel<int, long, long, musa::dnn::ScanOp<musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, int, long, long, (musa::dnn::ScanMode)0, (musa::dnn::ScanOpType)0>, 1024, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, 1>(void*, void*, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, int, long)	0	0	177	93837	X
38	prefill	4352584782442.248	3483.673828125	7.74	privateuse1_runtime	musaLaunchKernel	31003	31003	182	93847	X
39	prefill	4352584782469.083	3510.5087890625	5.161	kernel	void musa::dnn::unary::kernel_unary<long, musa::dnn::unary::CastOp, long, int, long, 128>(int*, long const*, unsigned long, long, long, void const*, void const*, musa::dnn::ParamType, musa::dnn::ParamType, float, float, float)	0	0	182	93847	X
40	prefill	4352584782582.668	3624.09375	7.376	privateuse1_driver	muLaunchKernel	31003	31003		93873	X
41	prefill	4352584782618.605	3660.03076171875	5.694	privateuse1_runtime	musaLaunchKernel	31003	31003	189	93889	X
42	prefill	4352584782630.049	3671.474609375	2.64	kernel	create_flashinfer_kv_indices_triton	0	0		93873	X
43	prefill	4352584782641.649	3683.07470703125	6.08	kernel	void musa::dnn::ScanPartSumShflKernel<int, long, long, musa::dnn::ScanOp<musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, int, long, long, (musa::dnn::ScanMode)0, (musa::dnn::ScanOpType)0>, 1024, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, 1>(void*, void*, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, int, long)	0	0	189	93889	X
44	prefill	4352584782652.673	3694.0986328125	7.882	privateuse1_runtime	musaLaunchKernel	31003	31003	194	93899	X
45	prefill	4352584782679.85	3721.27587890625	4.041	kernel	void musa::dnn::unary::kernel_unary<long, musa::dnn::unary::CastOp, long, int, long, 128>(int*, long const*, unsigned long, long, long, void const*, void const*, musa::dnn::ParamType, musa::dnn::ParamType, float, float, float)	0	0	194	93899	X
46	prefill	4352584782888.487	3929.91259765625	8.273	privateuse1_runtime	musaLaunchKernel	31003	31003	202	93920	X
47	prefill	4352584782936.899	3978.32470703125	3.88	kernel	void at::native::(anonymous namespace)::IndexSelectVectorKernel<__half, long, true, 128>(__half*, long*, __half*, long, long, long, long, unsigned int)	0	0	202	93920	X
48	prefill	4352584783023.275	4064.70068359375	6.498	privateuse1_runtime	musaLaunchKernel	31003	31003	205	93948	X
49	prefill	4352584783072.224	4113.64990234375	10.88	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 128, 4, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	205	93948	X
50	prefill	4352584783186.105	4227.53076171875	9.644	privateuse1_runtime	musaLaunchKernelExC	31003	31003	214	93969	X
51	prefill	4352584783239.789	4281.21484375	42.482	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	214	93969	X
52	prefill	4352584783306.995	4348.4208984375	6.734	privateuse1_runtime	musaLaunchKernel	31003	31003	232	93987	X
53	prefill	4352584783364.633	4406.05859375	6.601	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	232	93987	X
54	prefill	4352584783389.154	4430.57958984375	6.161	privateuse1_runtime	musaLaunchKernel	31003	31003	238	94016	X
55	prefill	4352584783435.55	4476.9755859375	4.978	privateuse1_runtime	musaLaunchKernel	31003	31003	247	94034	X
56	prefill	4352584783446.556	4487.98193359375	7.44	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 8, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	238	94016	X
57	prefill	4352584783456.196	4497.62158203125	5.281	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	247	94034	X
58	prefill	4352584783501.006	4542.431640625	5.511	privateuse1_runtime	musaLaunchKernel	31003	31003	253	94063	X
59	prefill	4352584783546.599	4588.02490234375	7.601	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 1, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	253	94063	X
60	prefill	4352584783907.185	4948.61083984375	7.468	privateuse1_driver	muLaunchKernel	31003	31003	265	94084	X
61	prefill	4352584783952.973	4994.39892578125	12.96	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_0	0	0	265	94084	X
62	prefill	4352584783959.769	5001.19482421875	4.733	privateuse1_driver	muLaunchKernel	31003	31003	267	94100	X
63	prefill	4352584783982.054	5023.47998046875	10.8	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_1	0	0	267	94100	X
64	prefill	4352584784209.0	5250.42578125	11.076	privateuse1_runtime	musaLaunchKernel	31003	31003	273	94115	X
65	prefill	4352584784241.774	5283.19970703125	5.045	privateuse1_runtime	musaLaunchKernel	31003	31003	278	94124	X
66	prefill	4352584784262.743	5304.1689453125	7.761	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	273	94115	X
67	prefill	4352584784272.704	5314.1298828125	6.52	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	278	94124	X
68	prefill	4352584784319.787	5361.212890625	5.468	privateuse1_runtime	musaLaunchKernel	31003	31003	288	94145	X
69	prefill	4352584784368.867	5410.29296875	4.36	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	288	94145	X
70	prefill	4352584784582.583	5624.0087890625	6.648	privateuse1_driver	muLaunchKernel	31003	31003		94163	X
71	prefill	4352584784627.795	5669.220703125	21.081	kernel	_fwd_kernel	0	0		94163	X
72	prefill	4352584784729.732	5771.15771484375	9.28	privateuse1_runtime	musaLaunchKernelExC	31003	31003	298	94181	X
73	prefill	4352584784777.48	5818.90576171875	35.322	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	298	94181	X
74	prefill	4352584784818.25	5859.67578125	5.838	privateuse1_runtime	musaLaunchKernel	31003	31003	307	94187	X
75	prefill	4352584784846.643	5888.06884765625	10.28	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	307	94187	X
76	prefill	4352584784916.996	5958.421875	6.89	privateuse1_runtime	musaLaunchKernelExC	31003	31003	313	94207	X
77	prefill	4352584784964.567	6005.99267578125	141.644	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	313	94207	X
78	prefill	4352584785013.165	6054.5908203125	5.794	privateuse1_runtime	musaLaunchKernel	31003	31003	323	94225	X
79	prefill	4352584785101.794	6143.2197265625	6.999	privateuse1_runtime	musaLaunchKernelExC	31003	31003	330	94246	X
80	prefill	4352584785109.412	6150.837890625	8.76	kernel	void musa::dnn::(anonymous namespace)::KernelSwiGlu<__half, musa::dnn::FastDivmodU32>(__half*, __half const*, long, long, musa::dnn::FastDivmodU32)	0	0	323	94225	X
81	prefill	4352584785132.372	6173.7978515625	96.523	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	330	94246	X
82	prefill	4352584785174.317	6215.74267578125	5.374	privateuse1_runtime	musaLaunchKernel	31003	31003	339	94252	X
83	prefill	4352584785231.536	6272.9619140625	10.84	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	339	94252	X
84	prefill	4352584785262.451	6303.876953125	6.668	privateuse1_runtime	musaLaunchKernelExC	31003	31003	345	94272	X
85	prefill	4352584785321.979	6363.40478515625	39.881	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	345	94272	X
86	prefill	4352584785350.272	6391.69775390625	5.507	privateuse1_runtime	musaLaunchKernel	31003	31003	363	94290	X
87	prefill	4352584785379.021	6420.44677734375	7.24	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	363	94290	X
88	prefill	4352584785432.516	6473.94189453125	5.845	privateuse1_runtime	musaLaunchKernel	31003	31003	369	94319	X
89	prefill	4352584785478.051	6519.4765625	4.525	privateuse1_runtime	musaLaunchKernel	31003	31003	378	94337	X
90	prefill	4352584785478.344	6519.77001953125	7.28	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 8, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	369	94319	X
91	prefill	4352584785502.545	6543.970703125	5.84	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	378	94337	X
92	prefill	4352584785538.835	6580.2607421875	5.861	privateuse1_runtime	musaLaunchKernel	31003	31003	384	94366	X
93	prefill	4352584785584.227	6625.65283203125	7.641	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 1, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	384	94366	X
94	prefill	4352584785847.461	6888.88671875	5.838	privateuse1_driver	muLaunchKernel	31003	31003	396	94387	X
95	prefill	4352584785893.318	6934.74365234375	13.08	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_0	0	0	396	94387	X
96	prefill	4352584785905.201	6946.626953125	4.771	privateuse1_driver	muLaunchKernel	31003	31003	398	94403	X
97	prefill	4352584785930.919	6972.3447265625	10.8	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_1	0	0	398	94403	X
98	prefill	4352584786108.383	7149.80859375	7.662	privateuse1_runtime	musaLaunchKernel	31003	31003	404	94418	X
99	prefill	4352584786137.383	7178.80859375	4.561	privateuse1_runtime	musaLaunchKernel	31003	31003	409	94427	X
100	prefill	4352584786157.726	7199.15185546875	7.801	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	404	94418	X
101	prefill	4352584786167.727	7209.15283203125	6.48	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	409	94427	X
102	prefill	4352584786200.602	7242.02783203125	5.151	privateuse1_runtime	musaLaunchKernel	31003	31003	419	94448	X
103	prefill	4352584786254.45	7295.8759765625	4.32	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	419	94448	X
104	prefill	4352584786602.434	7643.85986328125	7.085	privateuse1_driver	muLaunchKernel	31003	31003		94466	X
105	prefill	4352584786652.223	7693.64892578125	21.161	kernel	_fwd_kernel	0	0		94466	X
106	prefill	4352584786751.355	7792.78076171875	9.479	privateuse1_runtime	musaLaunchKernelExC	31003	31003	429	94484	X
107	prefill	4352584786801.788	7843.2138671875	33.001	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	429	94484	X
108	prefill	4352584786825.504	7866.9296875	5.878	privateuse1_runtime	musaLaunchKernel	31003	31003	438	94490	X
109	prefill	4352584786852.75	7894.17578125	9.48	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	438	94490	X
110	prefill	4352584786917.069	7958.49462890625	6.731	privateuse1_runtime	musaLaunchKernelExC	31003	31003	444	94510	X
111	prefill	4352584786966.473	8007.89892578125	150.805	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	444	94510	X
112	prefill	4352584786998.631	8040.056640625	5.442	privateuse1_runtime	musaLaunchKernel	31003	31003	454	94528	X
113	prefill	4352584787079.756	8121.181640625	6.646	privateuse1_runtime	musaLaunchKernelExC	31003	31003	461	94549	X
114	prefill	4352584787120.279	8161.70458984375	8.76	kernel	void musa::dnn::(anonymous namespace)::KernelSwiGlu<__half, musa::dnn::FastDivmodU32>(__half*, __half const*, long, long, musa::dnn::FastDivmodU32)	0	0	454	94528	X
115	prefill	4352584787131.039	8172.46484375	98.083	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	461	94549	X
116	prefill	4352584787150.471	8191.89697265625	5.276	privateuse1_runtime	musaLaunchKernel	31003	31003	470	94555	X
117	prefill	4352584787231.682	8273.10791015625	10.641	kernel	void LayerNormGlobalKernelVlen<__half, float, 1024, 1, 8>(__half*, __half*, __half const*, unsigned long, unsigned long, float)	0	0	470	94555	X
118	prefill	4352584787236.379	8277.8046875	8.636	privateuse1_runtime	musaLaunchKernelExC	31003	31003	476	94575	X
119	prefill	4352584787266.483	8307.90869140625	41.562	kernel	musa_asm_hhhhssgemm_nt_tce_128_32x128B128_epilogue	0	0	476	94575	X
120	prefill	4352584787332.419	8373.8447265625	5.702	privateuse1_runtime	musaLaunchKernel	31003	31003	494	94593	X
121	prefill	4352584787383.087	8424.5126953125	6.081	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	494	94593	X
122	prefill	4352584787412.204	8453.6298828125	5.407	privateuse1_runtime	musaLaunchKernel	31003	31003	500	94622	X
123	prefill	4352584787456.99	8498.416015625	4.95	privateuse1_runtime	musaLaunchKernel	31003	31003	509	94640	X
124	prefill	4352584787465.53	8506.95556640625	7.84	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 8, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	500	94622	X
125	prefill	4352584787482.251	8523.6767578125	5.76	kernel	void musa::dnn::(anonymous namespace)::CopyLastContiguousKernel<8, short, true, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, short, 128>(musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, musa::dnn::DeviceTensor<unsigned int, musa::dnn::FastDivmodU32>, long, long, long, long, long, long)	0	0	509	94640	X
126	prefill	4352584787540.792	8582.2177734375	5.824	privateuse1_runtime	musaLaunchKernel	31003	31003	515	94669	X
127	prefill	4352584787589.374	8630.7998046875	7.28	kernel	void musa::dnn::LayerNormGlobalKernelVlen<__half, float, __half, float, 64, 1, 8, (musa::dnn::NormType)1, false>(__half*, float*, float*, __half const*, __half const*, __half const*, unsigned long, unsigned long, float, float)	0	0	515	94669	X
128	prefill	4352584787856.451	8897.876953125	6.683	privateuse1_driver	muLaunchKernel	31003	31003	527	94690	X
129	prefill	4352584787903.497	8944.9228515625	4.93	privateuse1_driver	muLaunchKernel	31003	31003	529	94706	X
130	prefill	4352584787904.465	8945.890625	12.72	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_0	0	0	527	94690	X
131	prefill	4352584787925.705	8967.130859375	10.761	kernel	triton_poi_fused_add_cat_index_select_mul_split_sub_unsqueeze_view_1	0	0	529	94706	X
132	prefill	4352584788105.897	9147.32275390625	7.207	privateuse1_runtime	musaLaunchKernel	31003	31003	535	94721	X
133	prefill	4352584788134.492	9175.91796875	5.031	privateuse1_runtime	musaLaunchKernel	31003	31003	540	94730	X
134	prefill	4352584788152.073	9193.4990234375	7.8	kernel	void at::native::(anonymous namespace)::IndexVectorizedKernel<at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2}>(long, long, long, int, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#1}, at::native::(anonymous namespace)::GPUIndexKernel<c10::Half, 2, true, 3, true, (at::native::(anonymous namespace)::IndexKernelIOType)0>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(unsigned int, unsigned int, unsigned int)#2})	0	0	535	94721	X
